ward,precinct,office,district,party,candidate,votes
1,20,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,789 
1,20,delegate,At Large,REP, MICHAEL ANDREW MONROE ,18 
1,20,delegate,At Large,,Write in,1 
1,20,delegate,At Large,,Total,808 
1,20,council,,REP, CAROL SCHWARTZ ,162 
1,20,council,,SGN, LAURENT ROSS ,83 
1,20,council,,DEM, KWAME R. BROWN ,734 
1,20,council,,IND, A.D. ''TONY'' DOMINGUEZ ,81 
1,20,council,,,Write in,7 
1,20,council,,,Total,"1,067 "
1,20,shadow senator,,DEM, RAY BROWNE ,726 
1,20,shadow senator,,SGN, ADAM EIDINGER ,52 
1,20,shadow senator,,,Write in,2 
1,20,shadow senator,,,Total,780 
1,20,board of education,,,JEFF SMITH ,311 
1,20,board of education,,,ELEANOR JOHNSON ,250 
1,20,board of education,,,CHRISTOPHER McKEON ,42 
1,20,board of education,,,KEENAN KELLER ,125 
1,20,board of education,,,Write in,7 
1,20,board of education,,,Total,735 
2,21,president,,DEM, KERRY/EDWARDS ,784 
2,21,president,,SGN, COBB/LaMARCHE ,4 
2,21,president,,LIB, BADNARIK/CAMPAGNA ,2 
2,21,president,,SWP, HARRIS/TROWE ,1 
2,21,president,,REP, BUSH/CHENEY ,41 
2,21,president,,IND, NADER/CAMEJO ,3 
2,21,president,,,Write in,1 
2,21,president,,,Total,836 
2,21,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,768 
2,21,delegate,At Large,REP, MICHAEL ANDREW MONROE ,40 
2,21,delegate,At Large,,Write in,3 
2,21,delegate,At Large,,Total,811 
2,21,council,,REP, CAROL SCHWARTZ ,297 
2,21,council,,SGN, LAURENT ROSS ,86 
2,21,council,,DEM, KWAME R. BROWN ,619 
2,21,council,,IND, A.D. ''TONY'' DOMINGUEZ ,53 
2,21,council,,,Write in,10 
2,21,council,,,Total,"1,065 "
1,22,president,,DEM, KERRY/EDWARDS ,1563 
1,22,president,,SGN, COBB/LaMARCHE ,7 
1,22,president,,LIB, BADNARIK/CAMPAGNA ,7 
1,22,president,,SWP, HARRIS/TROWE ,0 
1,22,president,,REP, BUSH/CHENEY ,130 
1,22,president,,IND, NADER/CAMEJO ,15 
1,22,president,,,Write in,5 
1,22,president,,,Total,"1,727 "
1,22,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1523 
1,22,delegate,At Large,REP, MICHAEL ANDREW MONROE ,123 
1,22,delegate,At Large,,Write in,12 
1,22,delegate,At Large,,Total,"1,658 "
1,22,council,,REP, CAROL SCHWARTZ ,705 
1,22,council,,SGN, LAURENT ROSS ,287 
1,22,council,,DEM, KWAME R. BROWN ,1218 
1,22,council,,IND, A.D. ''TONY'' DOMINGUEZ ,138 
1,22,council,,,Write in,18 
1,22,council,,,Total,"2,366 "
1,22,shadow senator,,DEM, RAY BROWNE ,1187 
1,22,shadow senator,,SGN, ADAM EIDINGER ,299 
1,22,shadow senator,,,Write in,9 
1,22,shadow senator,,,Total,"1,495 "
1,22,board of education,,,JEFF SMITH ,481 
1,22,board of education,,,ELEANOR JOHNSON ,219 
1,22,board of education,,,CHRISTOPHER McKEON ,89 
1,22,board of education,,,KEENAN KELLER ,609 
1,22,board of education,,,Write in,10 
1,22,board of education,,,Total,"1,408 "
1,23,president,,DEM, KERRY/EDWARDS ,1162 
1,23,president,,SGN, COBB/LaMARCHE ,8 
1,23,president,,LIB, BADNARIK/CAMPAGNA ,3 
1,23,president,,SWP, HARRIS/TROWE ,1 
1,23,president,,REP, BUSH/CHENEY ,57 
1,23,president,,IND, NADER/CAMEJO ,11 
1,23,president,,,Write in,1 
1,23,president,,,Total,"1,243 "
1,23,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1130 
1,23,delegate,At Large,REP, MICHAEL ANDREW MONROE ,68 
1,23,delegate,At Large,,Write in,5 
1,23,delegate,At Large,,Total,"1,203 "
1,23,council,,REP, CAROL SCHWARTZ ,358 
1,23,council,,SGN, LAURENT ROSS ,169 
1,23,council,,DEM, KWAME R. BROWN ,911 
1,23,council,,IND, A.D. ''TONY'' DOMINGUEZ ,158 
1,23,council,,,Write in,19 
1,23,council,,,Total,"1,615 "
1,23,shadow senator,,DEM, RAY BROWNE ,884 
1,23,shadow senator,,SGN, ADAM EIDINGER ,184 
1,23,shadow senator,,,Write in,7 
1,23,shadow senator,,,Total,"1,075 "
1,23,board of education,,,JEFF SMITH ,603 
1,23,board of education,,,ELEANOR JOHNSON ,201 
1,23,board of education,,,CHRISTOPHER McKEON ,59 
1,23,board of education,,,KEENAN KELLER ,132 
1,23,board of education,,,Write in,10 
1,23,board of education,,,Total,"1,005 "
1,24,president,,DEM, KERRY/EDWARDS ,1547 
1,24,president,,SGN, COBB/LaMARCHE ,12 
1,24,president,,LIB, BADNARIK/CAMPAGNA ,10 
1,24,president,,SWP, HARRIS/TROWE ,1 
1,24,president,,REP, BUSH/CHENEY ,111 
1,24,president,,IND, NADER/CAMEJO ,15 
1,24,president,,,Write in,2 
1,24,president,,,Total,"1,698 "
1,24,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1496 
1,24,delegate,At Large,REP, MICHAEL ANDREW MONROE ,140 
1,24,delegate,At Large,,Write in,9 
1,24,delegate,At Large,,Total,"1,645 "
1,24,council,,REP, CAROL SCHWARTZ ,790 
1,24,council,,SGN, LAURENT ROSS ,261 
1,24,council,,DEM, KWAME R. BROWN ,1129 
1,24,council,,IND, A.D. ''TONY'' DOMINGUEZ ,150 
1,24,council,,,Write in,28 
1,24,council,,,Total,"2,358 "
1,24,shadow senator,,DEM, RAY BROWNE ,1067 
1,24,shadow senator,,SGN, ADAM EIDINGER ,371 
1,24,shadow senator,,,Write in,20 
1,24,shadow senator,,,Total,"1,458 "
1,24,board of education,,,JEFF SMITH ,371 
1,24,board of education,,,ELEANOR JOHNSON ,444 
1,24,board of education,,,CHRISTOPHER McKEON ,131 
1,24,board of education,,,KEENAN KELLER ,396 
1,24,board of education,,,Write in,16 
1,24,board of education,,,Total,"1,358 "
3,26,president,,DEM, KERRY/EDWARDS ,2316 
3,26,president,,SGN, COBB/LaMARCHE ,11 
3,26,president,,LIB, BADNARIK/CAMPAGNA ,18 
3,26,president,,SWP, HARRIS/TROWE ,0 
3,26,president,,REP, BUSH/CHENEY ,389 
3,26,president,,IND, NADER/CAMEJO ,28 
3,26,president,,,Write in,19 
3,26,president,,,Total,"2,781 "
3,26,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,2277 
3,26,delegate,At Large,REP, MICHAEL ANDREW MONROE ,382 
3,26,delegate,At Large,,Write in,8 
3,26,delegate,At Large,,Total,"2,667 "
3,26,council,,REP, CAROL SCHWARTZ ,1526 
3,26,council,,SGN, LAURENT ROSS ,367 
3,26,council,,DEM, KWAME R. BROWN ,1700 
3,26,council,,IND, A.D. ''TONY'' DOMINGUEZ ,243 
3,26,council,,,Write in,25 
3,26,council,,,Total,"3,861 "
3,26,shadow senator,,DEM, RAY BROWNE ,1605 
3,26,shadow senator,,SGN, ADAM EIDINGER ,472 
3,26,shadow senator,,,Write in,29 
3,26,shadow senator,,,Total,"2,106 "
3,26,board of education,,,DWIGHT E. SINGLETON ,53 
3,26,board of education,,,HUGH ALLEN ,394 
3,26,board of education,,,TOM DAWSON ,62 
3,26,board of education,,,DAVID A. JORDAN ,41 
3,26,board of education,,,LAURA McGIFFERT SLOVER ,515 
3,26,board of education,,,VICTOR REINOSO ,838 
3,26,board of education,,,MAI ABDUL RAHMAN ,271 
3,26,board of education,,,Write in,12 
3,26,board of education,,,Total,"2,186 "
3,27,president,,DEM, KERRY/EDWARDS ,1954 
3,27,president,,SGN, COBB/LaMARCHE ,9 
3,27,president,,LIB, BADNARIK/CAMPAGNA ,10 
3,27,president,,SWP, HARRIS/TROWE ,2 
3,27,president,,REP, BUSH/CHENEY ,296 
3,27,president,,IND, NADER/CAMEJO ,20 
3,27,president,,,Write in,3 
3,27,president,,,Total,"2,294 "
3,27,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1919 
3,27,delegate,At Large,REP, MICHAEL ANDREW MONROE ,288 
3,27,delegate,At Large,,Write in,21 
3,27,delegate,At Large,,Total,"2,228 "
3,27,council,,REP, CAROL SCHWARTZ ,1388 
3,27,council,,SGN, LAURENT ROSS ,261 
3,27,council,,DEM, KWAME R. BROWN ,1441 
3,27,council,,IND, A.D. ''TONY'' DOMINGUEZ ,179 
3,27,council,,,Write in,20 
3,27,council,,,Total,"3,289 "
3,27,shadow senator,,DEM, RAY BROWNE ,1365 
3,27,shadow senator,,SGN, ADAM EIDINGER ,352 
3,27,shadow senator,,,Write in,35 
3,27,shadow senator,,,Total,"1,752 "
3,27,board of education,,,DWIGHT E. SINGLETON ,44 
3,27,board of education,,,HUGH ALLEN ,333 
3,27,board of education,,,TOM DAWSON ,52 
3,27,board of education,,,DAVID A. JORDAN ,24 
3,27,board of education,,,LAURA McGIFFERT SLOVER ,751 
3,27,board of education,,,VICTOR REINOSO ,652 
3,27,board of education,,,MAI ABDUL RAHMAN ,115 
3,27,board of education,,,Write in,8 
3,27,board of education,,,Total,"1,979 "
3,28,president,,DEM, KERRY/EDWARDS ,2092 
3,28,president,,SGN, COBB/LaMARCHE ,7 
3,28,president,,LIB, BADNARIK/CAMPAGNA ,13 
3,28,president,,SWP, HARRIS/TROWE ,0 
3,28,president,,REP, BUSH/CHENEY ,580 
3,28,president,,IND, NADER/CAMEJO ,22 
3,28,president,,,Write in,7 
3,28,president,,,Total,"2,721 "
3,28,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,2051 
3,28,delegate,At Large,REP, MICHAEL ANDREW MONROE ,540 
3,28,delegate,At Large,,Write in,14 
3,28,delegate,At Large,,Total,"2,605 "
3,28,council,,REP, CAROL SCHWARTZ ,1678 
3,28,council,,SGN, LAURENT ROSS ,290 
3,28,council,,DEM, KWAME R. BROWN ,1495 
3,28,council,,IND, A.D. ''TONY'' DOMINGUEZ ,256 
3,28,council,,,Write in,13 
3,28,council,,,Total,"3,732 "
3,28,shadow senator,,DEM, RAY BROWNE ,1598 
3,28,shadow senator,,SGN, ADAM EIDINGER ,388 
3,28,shadow senator,,,Write in,22 
3,28,shadow senator,,,Total,"2,008 "
3,28,board of education,,,DWIGHT E. SINGLETON ,96 
3,28,board of education,,,HUGH ALLEN ,387 
3,28,board of education,,,TOM DAWSON ,181 
3,28,board of education,,,DAVID A. JORDAN ,53 
3,28,board of education,,,LAURA McGIFFERT SLOVER ,639 
3,28,board of education,,,VICTOR REINOSO ,570 
3,28,board of education,,,MAI ABDUL RAHMAN ,158 
3,28,board of education,,,Write in,21 
3,28,board of education,,,Total,"2,105 "
3,29,president,,DEM, KERRY/EDWARDS ,1036 
3,29,president,,SGN, COBB/LaMARCHE ,6 
3,29,president,,LIB, BADNARIK/CAMPAGNA ,8 
3,29,president,,SWP, HARRIS/TROWE ,0 
3,29,president,,REP, BUSH/CHENEY ,227 
3,29,president,,IND, NADER/CAMEJO ,7 
3,29,president,,,Write in,8 
3,29,president,,,Total,"1,292 "
3,29,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1027 
3,29,delegate,At Large,REP, MICHAEL ANDREW MONROE ,204 
3,29,delegate,At Large,,Write in,8 
3,29,delegate,At Large,,Total,"1,239 "
3,29,council,,REP, CAROL SCHWARTZ ,751 
3,29,council,,SGN, LAURENT ROSS ,180 
3,29,council,,DEM, KWAME R. BROWN ,792 
3,29,council,,IND, A.D. ''TONY'' DOMINGUEZ ,151 
3,29,council,,,Write in,15 
3,29,council,,,Total,"1,889 "
3,29,shadow senator,,DEM, RAY BROWNE ,796 
3,29,shadow senator,,SGN, ADAM EIDINGER ,197 
3,29,shadow senator,,,Write in,15 
3,29,shadow senator,,,Total,"1,008 "
3,29,board of education,,,DWIGHT E. SINGLETON ,52 
3,29,board of education,,,HUGH ALLEN ,195 
3,29,board of education,,,TOM DAWSON ,27 
3,29,board of education,,,DAVID A. JORDAN ,19 
3,29,board of education,,,LAURA McGIFFERT SLOVER ,301 
3,29,board of education,,,VICTOR REINOSO ,362 
3,29,board of education,,,MAI ABDUL RAHMAN ,73 
3,29,board of education,,,Write in,3 
3,29,board of education,,,Total,"1,032 "
3,30,president,,DEM, KERRY/EDWARDS ,942 
3,30,president,,SGN, COBB/LaMARCHE ,3 
3,30,president,,LIB, BADNARIK/CAMPAGNA ,4 
3,30,president,,SWP, HARRIS/TROWE ,0 
3,30,president,,REP, BUSH/CHENEY ,296 
3,30,president,,IND, NADER/CAMEJO ,10 
3,30,president,,,Write in,3 
3,30,president,,,Total,"1,258 "
3,30,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,954 
3,30,delegate,At Large,REP, MICHAEL ANDREW MONROE ,251 
3,30,delegate,At Large,,Write in,8 
3,30,delegate,At Large,,Total,"1,213 "
3,30,council,,REP, CAROL SCHWARTZ ,882 
3,30,council,,SGN, LAURENT ROSS ,107 
3,30,council,,DEM, KWAME R. BROWN ,779 
3,30,council,,IND, A.D. ''TONY'' DOMINGUEZ ,92 
3,30,council,,,Write in,11 
3,30,council,,,Total,"1,871 "
3,30,shadow senator,,DEM, RAY BROWNE ,760 
3,30,shadow senator,,SGN, ADAM EIDINGER ,158 
3,30,shadow senator,,,Write in,15 
3,30,shadow senator,,,Total,933 
3,30,board of education,,,DWIGHT E. SINGLETON ,39 
3,30,board of education,,,HUGH ALLEN ,291 
3,30,board of education,,,TOM DAWSON ,21 
3,30,board of education,,,DAVID A. JORDAN ,15 
3,30,board of education,,,LAURA McGIFFERT SLOVER ,346 
3,30,board of education,,,VICTOR REINOSO ,325 
3,30,board of education,,,MAI ABDUL RAHMAN ,69 
3,30,board of education,,,Write in,3 
3,30,board of education,,,Total,"1,109 "
3,31,president,,DEM, KERRY/EDWARDS ,1860 
3,31,president,,SGN, COBB/LaMARCHE ,7 
3,31,president,,LIB, BADNARIK/CAMPAGNA ,5 
3,31,president,,SWP, HARRIS/TROWE ,2 
3,31,president,,REP, BUSH/CHENEY ,404 
3,31,president,,IND, NADER/CAMEJO ,15 
3,31,president,,,Write in,10 
3,31,president,,,Total,"2,303 "
3,31,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1834 
3,31,delegate,At Large,REP, MICHAEL ANDREW MONROE ,373 
3,31,delegate,At Large,,Write in,14 
3,31,delegate,At Large,,Total,"2,221 "
3,31,council,,REP, CAROL SCHWARTZ ,1476 
3,31,council,,SGN, LAURENT ROSS ,272 
3,31,council,,DEM, KWAME R. BROWN ,1398 
3,31,council,,IND, A.D. ''TONY'' DOMINGUEZ ,194 
3,31,council,,,Write in,29 
3,31,council,,,Total,"3,369 "
3,31,shadow senator,,DEM, RAY BROWNE ,1397 
3,31,shadow senator,,SGN, ADAM EIDINGER ,342 
3,31,shadow senator,,,Write in,36 
3,31,shadow senator,,,Total,"1,775 "
3,31,board of education,,,DWIGHT E. SINGLETON ,56 
3,31,board of education,,,HUGH ALLEN ,615 
3,31,board of education,,,TOM DAWSON ,73 
3,31,board of education,,,DAVID A. JORDAN ,24 
3,31,board of education,,,LAURA McGIFFERT SLOVER ,565 
3,31,board of education,,,VICTOR REINOSO ,508 
3,31,board of education,,,MAI ABDUL RAHMAN ,140 
3,31,board of education,,,Write in,9 
3,31,board of education,,,Total,"1,990 "
3,32,president,,DEM, KERRY/EDWARDS ,1993 
3,32,president,,SGN, COBB/LaMARCHE ,6 
3,32,president,,LIB, BADNARIK/CAMPAGNA ,6 
3,32,president,,SWP, HARRIS/TROWE ,0 
3,32,president,,REP, BUSH/CHENEY ,357 
3,32,president,,IND, NADER/CAMEJO ,16 
3,32,president,,,Write in,6 
3,32,president,,,Total,"2,384 "
3,32,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1956 
3,32,delegate,At Large,REP, MICHAEL ANDREW MONROE ,310 
3,32,delegate,At Large,,Write in,17 
3,32,delegate,At Large,,Total,"2,283 "
3,32,council,,REP, CAROL SCHWARTZ ,1508 
3,32,council,,SGN, LAURENT ROSS ,228 
3,32,council,,DEM, KWAME R. BROWN ,1543 
3,32,council,,IND, A.D. ''TONY'' DOMINGUEZ ,190 
3,32,council,,,Write in,27 
3,32,council,,,Total,"3,496 "
3,32,shadow senator,,DEM, RAY BROWNE ,1471 
3,32,shadow senator,,SGN, ADAM EIDINGER ,296 
3,32,shadow senator,,,Write in,30 
3,32,shadow senator,,,Total,"1,797 "
3,32,board of education,,,DWIGHT E. SINGLETON ,57 
3,32,board of education,,,HUGH ALLEN ,474 
3,32,board of education,,,TOM DAWSON ,44 
3,32,board of education,,,DAVID A. JORDAN ,23 
3,32,board of education,,,LAURA McGIFFERT SLOVER ,382 
3,32,board of education,,,VICTOR REINOSO ,753 
3,32,board of education,,,MAI ABDUL RAHMAN ,272 
3,32,board of education,,,Write in,10 
3,32,board of education,,,Total,"2,015 "
3,33,president,,DEM, KERRY/EDWARDS ,2164 
3,33,president,,SGN, COBB/LaMARCHE ,11 
3,33,president,,LIB, BADNARIK/CAMPAGNA ,8 
3,33,president,,SWP, HARRIS/TROWE ,1 
3,33,president,,REP, BUSH/CHENEY ,382 
3,33,president,,IND, NADER/CAMEJO ,24 
3,33,president,,,Write in,8 
3,33,president,,,Total,"2,598 "
3,33,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,2152 
3,33,delegate,At Large,REP, MICHAEL ANDREW MONROE ,328 
3,33,delegate,At Large,,Write in,14 
3,33,delegate,At Large,,Total,"2,494 "
3,33,council,,REP, CAROL SCHWARTZ ,1541 
3,33,council,,SGN, LAURENT ROSS ,310 
3,33,council,,DEM, KWAME R. BROWN ,1677 
3,33,council,,IND, A.D. ''TONY'' DOMINGUEZ ,211 
3,33,council,,,Write in,24 
3,33,council,,,Total,"3,763 "
3,33,shadow senator,,DEM, RAY BROWNE ,1576 
3,33,shadow senator,,SGN, ADAM EIDINGER ,399 
3,33,shadow senator,,,Write in,25 
3,33,shadow senator,,,Total,"2,000 "
3,33,board of education,,,DWIGHT E. SINGLETON ,53 
3,33,board of education,,,HUGH ALLEN ,518 
3,33,board of education,,,TOM DAWSON ,49 
3,33,board of education,,,DAVID A. JORDAN ,18 
3,33,board of education,,,LAURA McGIFFERT SLOVER ,558 
3,33,board of education,,,VICTOR REINOSO ,880 
3,33,board of education,,,MAI ABDUL RAHMAN ,139 
3,33,board of education,,,Write in,8 
3,33,board of education,,,Total,"2,223 "
3,34,president,,DEM, KERRY/EDWARDS ,2829 
3,34,president,,SGN, COBB/LaMARCHE ,6 
3,34,president,,LIB, BADNARIK/CAMPAGNA ,20 
3,34,president,,SWP, HARRIS/TROWE ,1 
3,34,president,,REP, BUSH/CHENEY ,533 
3,34,president,,IND, NADER/CAMEJO ,29 
3,34,president,,,Write in,11 
3,34,president,,,Total,"3,429 "
3,34,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,2818 
3,34,delegate,At Large,REP, MICHAEL ANDREW MONROE ,472 
3,34,delegate,At Large,,Write in,16 
3,34,delegate,At Large,,Total,"3,306 "
3,34,council,,REP, CAROL SCHWARTZ ,2011 
3,34,council,,SGN, LAURENT ROSS ,417 
3,34,council,,DEM, KWAME R. BROWN ,2185 
3,34,council,,IND, A.D. ''TONY'' DOMINGUEZ ,405 
3,34,council,,,Write in,32 
3,34,council,,,Total,"5,050 "
3,34,shadow senator,,DEM, RAY BROWNE ,2194 
3,34,shadow senator,,SGN, ADAM EIDINGER ,513 
3,34,shadow senator,,,Write in,28 
3,34,shadow senator,,,Total,"2,735 "
3,34,board of education,,,DWIGHT E. SINGLETON ,118 
3,34,board of education,,,HUGH ALLEN ,408 
3,34,board of education,,,TOM DAWSON ,106 
3,34,board of education,,,DAVID A. JORDAN ,55 
3,34,board of education,,,LAURA McGIFFERT SLOVER ,635 
3,34,board of education,,,VICTOR REINOSO ,1097 
3,34,board of education,,,MAI ABDUL RAHMAN ,250 
3,34,board of education,,,Write in,12 
3,34,board of education,,,Total,"2,681 "
1,35,president,,DEM, KERRY/EDWARDS ,2580 
1,35,president,,SGN, COBB/LaMARCHE ,22 
1,35,president,,LIB, BADNARIK/CAMPAGNA ,11 
1,35,president,,SWP, HARRIS/TROWE ,3 
1,35,president,,REP, BUSH/CHENEY ,165 
1,35,president,,IND, NADER/CAMEJO ,35 
1,35,president,,,Write in,3 
1,35,president,,,Total,"2,819 "
1,35,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,2546 
1,35,delegate,At Large,REP, MICHAEL ANDREW MONROE ,180 
1,35,delegate,At Large,,Write in,11 
1,35,delegate,At Large,,Total,"2,737 "
1,35,council,,REP, CAROL SCHWARTZ ,1072 
1,35,council,,SGN, LAURENT ROSS ,536 
1,35,council,,DEM, KWAME R. BROWN ,2002 
1,35,council,,IND, A.D. ''TONY'' DOMINGUEZ ,242 
1,35,council,,,Write in,28 
1,35,council,,,Total,"3,880 "
1,35,shadow senator,,DEM, RAY BROWNE ,1683 
1,35,shadow senator,,SGN, ADAM EIDINGER ,749 
1,35,shadow senator,,,Write in,21 
1,35,shadow senator,,,Total,"2,453 "
1,35,board of education,,,JEFF SMITH ,953 
1,35,board of education,,,ELEANOR JOHNSON ,381 
1,35,board of education,,,CHRISTOPHER McKEON ,145 
1,35,board of education,,,KEENAN KELLER ,765 
1,35,board of education,,,Write in,26 
1,35,board of education,,,Total,"2,270 "
1,36,president,,DEM, KERRY/EDWARDS ,1935 
1,36,president,,SGN, COBB/LaMARCHE ,14 
1,36,president,,LIB, BADNARIK/CAMPAGNA ,4 
1,36,president,,SWP, HARRIS/TROWE ,1 
1,36,president,,REP, BUSH/CHENEY ,135 
1,36,president,,IND, NADER/CAMEJO ,15 
1,36,president,,,Write in,3 
1,36,president,,,Total,"2,107 "
1,36,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1903 
1,36,delegate,At Large,REP, MICHAEL ANDREW MONROE ,125 
1,36,delegate,At Large,,Write in,6 
1,36,delegate,At Large,,Total,"2,034 "
1,36,council,,REP, CAROL SCHWARTZ ,612 
1,36,council,,SGN, LAURENT ROSS ,269 
1,36,council,,DEM, KWAME R. BROWN ,1609 
1,36,council,,IND, A.D. ''TONY'' DOMINGUEZ ,185 
1,36,council,,,Write in,31 
1,36,council,,,Total,"2,706 "
1,36,shadow senator,,DEM, RAY BROWNE ,1534 
1,36,shadow senator,,SGN, ADAM EIDINGER ,316 
1,36,shadow senator,,,Write in,11 
1,36,shadow senator,,,Total,"1,861 "
1,36,board of education,,,JEFF SMITH ,760 
1,36,board of education,,,ELEANOR JOHNSON ,486 
1,36,board of education,,,CHRISTOPHER McKEON ,136 
1,36,board of education,,,KEENAN KELLER ,341 
1,36,board of education,,,Write in,18 
1,36,board of education,,,Total,"1,741 "
1,37,president,,DEM, KERRY/EDWARDS ,1587 
1,37,president,,SGN, COBB/LaMARCHE ,1 
1,37,president,,LIB, BADNARIK/CAMPAGNA ,2 
1,37,president,,SWP, HARRIS/TROWE ,1 
1,37,president,,REP, BUSH/CHENEY ,64 
1,37,president,,IND, NADER/CAMEJO ,11 
1,37,president,,,Write in,3 
1,37,president,,,Total,"1,669 "
1,37,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1566 
1,37,delegate,At Large,REP, MICHAEL ANDREW MONROE ,52 
1,37,delegate,At Large,,Write in,11 
1,37,delegate,At Large,,Total,"1,629 "
1,37,council,,REP, CAROL SCHWARTZ ,516 
1,37,council,,SGN, LAURENT ROSS ,143 
1,37,council,,DEM, KWAME R. BROWN ,1410 
1,37,council,,IND, A.D. ''TONY'' DOMINGUEZ ,119 
1,37,council,,,Write in,18 
1,37,council,,,Total,"2,206 "
1,37,shadow senator,,DEM, RAY BROWNE ,1388 
1,37,shadow senator,,SGN, ADAM EIDINGER ,139 
1,37,shadow senator,,,Write in,7 
1,37,shadow senator,,,Total,"1,534 "
1,37,board of education,,,JEFF SMITH ,909 
1,37,board of education,,,ELEANOR JOHNSON ,339 
1,37,board of education,,,CHRISTOPHER McKEON ,53 
1,37,board of education,,,KEENAN KELLER ,174 
1,37,board of education,,,Write in,9 
1,37,board of education,,,Total,"1,484 "
1,38,president,,DEM, KERRY/EDWARDS ,1278 
1,38,president,,SGN, COBB/LaMARCHE ,8 
1,38,president,,LIB, BADNARIK/CAMPAGNA ,3 
1,38,president,,SWP, HARRIS/TROWE ,2 
1,38,president,,REP, BUSH/CHENEY ,68 
1,38,president,,IND, NADER/CAMEJO ,7 
1,38,president,,,Write in,0 
1,38,president,,,Total,"1,366 "
1,38,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1268 
1,38,delegate,At Large,REP, MICHAEL ANDREW MONROE ,52 
1,38,delegate,At Large,,Write in,3 
1,38,delegate,At Large,,Total,"1,323 "
1,38,council,,REP, CAROL SCHWARTZ ,407 
1,38,council,,SGN, LAURENT ROSS ,147 
1,38,council,,DEM, KWAME R. BROWN ,1038 
1,38,council,,IND, A.D. ''TONY'' DOMINGUEZ ,85 
1,38,council,,,Write in,10 
1,38,council,,,Total,"1,687 "
1,38,shadow senator,,DEM, RAY BROWNE ,1067 
1,38,shadow senator,,SGN, ADAM EIDINGER ,131 
1,38,shadow senator,,,Write in,5 
1,38,shadow senator,,,Total,"1,203 "
1,38,board of education,,,JEFF SMITH ,706 
1,38,board of education,,,ELEANOR JOHNSON ,227 
1,38,board of education,,,CHRISTOPHER McKEON ,57 
1,38,board of education,,,KEENAN KELLER ,206 
1,38,board of education,,,Write in,9 
1,38,board of education,,,Total,"1,205 "
1,39,president,,DEM, KERRY/EDWARDS ,2017 
1,39,president,,SGN, COBB/LaMARCHE ,28 
1,39,president,,LIB, BADNARIK/CAMPAGNA ,5 
1,39,president,,SWP, HARRIS/TROWE ,1 
1,39,president,,REP, BUSH/CHENEY ,152 
1,39,president,,IND, NADER/CAMEJO ,26 
1,39,president,,,Write in,5 
1,39,president,,,Total,"2,234 "
1,39,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,2000 
1,39,delegate,At Large,REP, MICHAEL ANDREW MONROE ,157 
1,39,delegate,At Large,,Write in,16 
1,39,delegate,At Large,,Total,"2,173 "
1,39,council,,REP, CAROL SCHWARTZ ,875 
1,39,council,,SGN, LAURENT ROSS ,509 
1,39,council,,DEM, KWAME R. BROWN ,1625 
1,39,council,,IND, A.D. ''TONY'' DOMINGUEZ ,182 
1,39,council,,,Write in,28 
1,39,council,,,Total,"3,219 "
1,39,shadow senator,,DEM, RAY BROWNE ,1377 
1,39,shadow senator,,SGN, ADAM EIDINGER ,570 
1,39,shadow senator,,,Write in,15 
1,39,shadow senator,,,Total,"1,962 "
1,39,board of education,,,JEFF SMITH ,963 
1,39,board of education,,,ELEANOR JOHNSON ,246 
1,39,board of education,,,CHRISTOPHER McKEON ,83 
1,39,board of education,,,KEENAN KELLER ,594 
1,39,board of education,,,Write in,13 
1,39,board of education,,,Total,"1,899 "
1,40,president,,DEM, KERRY/EDWARDS ,2259 
1,40,president,,SGN, COBB/LaMARCHE ,34 
1,40,president,,LIB, BADNARIK/CAMPAGNA ,12 
1,40,president,,SWP, HARRIS/TROWE ,8 
1,40,president,,REP, BUSH/CHENEY ,180 
1,40,president,,IND, NADER/CAMEJO ,28 
1,40,president,,,Write in,9 
1,40,president,,,Total,"2,530 "
1,40,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,2273 
1,40,delegate,At Large,REP, MICHAEL ANDREW MONROE ,176 
1,40,delegate,At Large,,Write in,12 
1,40,delegate,At Large,,Total,"2,461 "
1,40,council,,REP, CAROL SCHWARTZ ,956 
1,40,council,,SGN, LAURENT ROSS ,501 
1,40,council,,DEM, KWAME R. BROWN ,1821 
1,40,council,,IND, A.D. ''TONY'' DOMINGUEZ ,226 
1,40,council,,,Write in,29 
